,Rank,Release Year,Movie,Worldwide Box Office,Domestic Box Office,International Box Office
4,"4,524",2016,The Light Between Oceans,"$22,281,732","$12,545,979","$9,735,753"
5,"4,525",1977,For the Love of Benji,"$22,257,624","$22,257,624",$0
6,"4,526",1987,Empire of the Sun,"$22,238,696","$22,238,696",$0
7,"4,527",2004,Super Size Me,"$22,233,808","$11,529,368","$10,704,440"
8,"4,528",1996,Bulletproof,"$22,230,840","$21,195,840","$1,035,000"
9,"4,529",1979,Norma Rae,"$22,228,000","$22,228,000",$0
10,"4,530",2007,Waitress,"$22,217,183","$19,097,550","$3,119,633"
11,"4,531",2004,NASCAR: The IMAX Experience,"$22,215,235","$21,550,235","$665,000"
12,"4,532",1984,The Last Starfighter,"$22,200,789","$22,200,789",$0
13,"4,533",1979,The Bermuda Triangle,"$22,200,000","$22,200,000",$0
14,"4,534",2008,My Blueberry Nights,"$22,198,996","$866,778","$21,332,218"
15,"4,535",2003,To Be and To Have,"$22,183,435","$7,610,471","$14,572,964"
16,"4,536",1963,The Sword in the Stone,"$22,182,353","$22,182,353",$0
17,"4,537",1989,A Nightmare On Elm Street: The Dream Child,"$22,168,359","$22,168,359",$0
18,"4,538",2006,The Marine,"$22,165,608","$18,844,784","$3,320,824"
19,"4,539",2018,Midnight Sun,"$22,159,409","$9,561,064","$12,598,345"
20,"4,540",1986,House,"$22,144,631","$19,444,631","$2,700,000"
21,"4,541",2010,Three Kingdoms: Resurrection of the Dragon,"$22,139,590",$0,"$22,139,590"
22,"4,542",1963,Son of Flubber,"$22,129,412","$22,129,412",$0
23,"4,543",1995,Home for the Holidays,"$22,119,269","$17,468,887","$4,650,382"
24,"4,544",2015,Love Live! The School Idol Movie,"$22,115,344",$0,"$22,115,344"
25,"4,545",2010,Ip Man,"$22,114,423",$0,"$22,114,423"
26,"4,546",2016,Fifty Shades of Black,"$22,113,075","$11,686,940","$10,426,135"
27,"4,547",2003,The Medallion,"$22,108,977","$22,108,977",$0
28,"4,548",1984,A Soldier's Story,"$22,100,000","$22,100,000",$0
29,"4,549",2005,Man of the House,"$22,099,706","$19,699,706","$2,400,000"
30,"4,550",2013,Nosotros Los Nobles,"$22,073,311","$19,700","$22,053,611"
31,"4,551",1995,Don Juan DeMarco,"$22,032,635","$22,032,635",$0
32,"4,552",2012,The Man with the Iron Fists,"$22,018,988","$15,634,090","$6,384,898"
33,"4,553",2015,Seumool,"$22,007,889",$0,"$22,007,889"
34,"4,554",1974,Death Wish,"$22,000,000","$22,000,000",$0
35,"4,555",1980,In Search of Historic Jesus,"$22,000,000","$22,000,000",$0
36,"4,556",1978,The Wiz,"$22,000,000","$22,000,000",$0
37,"4,557",1925,The Big Parade,"$22,000,000","$11,000,000","$11,000,000"
38,"4,558",2019,Meitantei Conan: Senritsu no furu sukoa,"$21,997,163",$0,"$21,997,163"
39,"4,559",2018,Tout le Monde Debout,"$21,979,795",$0,"$21,979,795"
40,"4,560",2001,Joy Ride,"$21,973,182","$21,973,182",$0
41,"4,561",2015,Black or White,"$21,971,021","$21,571,189","$399,832"
42,"4,562",2006,Unaccompanied Minors,"$21,970,831","$16,655,224","$5,315,607"
43,"4,563",2013,Feichang Xingyun,"$21,970,000",$0,"$21,970,000"
44,"4,564",2003,Love Don't Cost a Thing,"$21,937,235","$21,897,389","$39,846"
45,"4,565",1985,Friday the 13th Part V: A New Beginning,"$21,930,418","$21,930,418",$0
46,"4,566",1996,Boys,"$21,930,418","$21,930,418",$0
47,"4,567",2012,HerutÃ¢ sukerutÃ¢,"$21,927,919",$0,"$21,927,919"
48,"4,568",2007,Partner,"$21,916,101","$1,062,840","$20,853,261"
49,"4,569",2017,The Glass Castle,"$21,914,199","$17,273,059","$4,641,140"
50,"4,570",2003,Biker Boyz,"$21,908,034","$21,908,034",$0
51,"4,571",2010,"Io, Loro e Lara","$21,903,000",$0,"$21,903,000"
52,"4,572",2006,Flicka,"$21,896,367","$21,000,147","$896,220"
53,"4,573",2010,Just Wright,"$21,867,665","$21,540,363","$327,302"
54,"4,574",2007,Reno 911!: Miami,"$21,851,362","$20,342,161","$1,509,201"
55,"4,575",1995,Il Postino,"$21,837,468","$21,812,813","$24,655"
56,"4,576",1991,Only the Lonely,"$21,830,957","$21,830,957",$0
57,"4,577",2004,Mr. 3000,"$21,827,296","$21,800,302","$26,994"
58,"4,578",2011,Melancholia,"$21,817,298","$3,030,848","$18,786,450"
59,"4,579",1954,The Caine Mutiny,"$21,800,000","$21,800,000",$0
60,"4,580",2000,Boys and Girls,"$21,799,652","$21,799,652",$0
61,"4,581",2010,Fair*Game,"$21,792,905","$9,540,691","$12,252,214"
62,"4,582",1998,Little Voice,"$21,787,233","$4,595,000","$17,192,233"
63,"4,583",2015,PokÃ©mon the Movie XY: Ring no Chomajin Hoopa,"$21,786,128",$0,"$21,786,128"
64,"4,584",2018,Free Solo,"$21,785,904","$17,541,090","$4,244,814"
65,"4,585",2016,Live by Night,"$21,774,432","$10,378,555","$11,395,877"
66,"4,586",2004,Little Black Book,"$21,758,371","$20,422,207","$1,336,164"
67,"4,587",1991,Ricochet,"$21,756,163","$21,756,163",$0
68,"4,588",1960,Exodus,"$21,750,000","$21,750,000",$0
69,"4,589",2012,Son of Sardaar,"$21,747,828","$713,754","$21,034,074"
70,"4,590",2009,Se Eu Fosse Voce 2,"$21,734,431",$0,"$21,734,431"
71,"4,591",1992,Shining Through,"$21,733,781","$21,733,781",$0
72,"4,592",2011,7 gwanggu,"$21,729,647",$0,"$21,729,647"
73,"4,593",1981,Friday the 13th Part 2,"$21,722,776","$21,722,776",$0
74,"4,594",1989,Lock Up,"$21,717,616","$21,717,616",$0
75,"4,595",2018,Proud Mary,"$21,709,539","$20,868,638","$840,901"
76,"4,596",1989,Cousins,"$21,707,236","$21,707,236",$0
77,"4,597",1968,The Green Berets,"$21,707,027","$21,707,027",$0
78,"4,598",1966,"The Russians Are Coming, the Russians Are Coming","$21,693,114","$21,693,114",$0
79,"4,599",1983,Class,"$21,667,789","$21,667,789",$0
80,"4,600",2002,White Oleander,"$21,657,770","$16,357,770","$5,300,000"
1,"4,601",1993,Como agua para chocolate,"$21,656,534","$21,656,534",$0
2,"4,602",1990,The Rookie,"$21,633,874","$21,633,874",$0
3,"4,603",2015,Wan Wu Sheng Zhang,"$21,630,000",$0,"$21,630,000"
4,"4,604",2008,Doomsday,"$21,621,188","$11,008,770","$10,612,418"
5,"4,605",2009,Wild Child,"$21,618,331",$0,"$21,618,331"
6,"4,606",1996,The Quest,"$21,607,190","$21,607,190",$0
7,"4,607",2016,Crayon Shin-chan: Fast Asleep! Dreaming World B…,"$21,600,242",$0,"$21,600,242"
8,"4,608",2008,Over Her Dead Body,"$21,596,074","$7,570,127","$14,025,947"
9,"4,609",2016,Pokemon za mubi XY and Z borukenion to kiko (ka…,"$21,594,899",$0,"$21,594,899"
10,"4,610",1992,Consenting Adults,"$21,591,728","$21,591,728",$0
11,"4,611",2016,Ai Qing Gong She,"$21,590,284",$0,"$21,590,284"
12,"4,612",2004,Wicker Park,"$21,577,076","$13,001,257","$8,575,819"
13,"4,613",2012,Kon-Tiki,"$21,572,102","$1,517,410","$20,054,692"
14,"4,614",2015,Papa ou maman,"$21,552,188",$0,"$21,552,188"
15,"4,615",2011,The Rum Diary,"$21,544,732","$13,109,815","$8,434,917"
16,"4,616",1968,Blackbeard's Ghost,"$21,540,050","$21,540,050",$0
17,"4,617",1984,"Oh God, You Devil!","$21,538,000","$21,538,000",$0
18,"4,618",2017,Ãpouse-moi mon pote,"$21,530,000",$0,"$21,530,000"
19,"4,619",2017,The Prison,"$21,522,551","$207,481","$21,315,070"
20,"4,620",1993,Army of Darkness,"$21,502,976","$11,502,976","$10,000,000"
1,"4,621",1983,The Right Stuff,"$21,500,000","$21,500,000",$0
2,"4,622",2008,Desu Noto,"$21,497,802",$0,"$21,497,802"
3,"4,623",2001,The Man Who Wasn't There,"$21,494,849","$7,494,849","$14,000,000"
4,"4,624",1988,Married to the Mob,"$21,486,757","$21,486,757",$0
5,"4,625",1973,Enter the Dragon,"$21,483,063","$21,483,063",$0
6,"4,626",2009,Eiga doraemon: Shin. Nobita no uchÃ» kaitakushi,"$21,463,266",$0,"$21,463,266"
7,"4,627",1986,Tough Guys,"$21,458,229","$21,458,229",$0
8,"4,628",1992,Toys,"$21,452,082","$21,452,082",$0
9,"4,629",2018,Da Shi Xiong,"$21,451,708","$85,624","$21,366,084"
10,"4,630",1980,The Fog,"$21,445,820","$21,445,318",$502
11,"4,631",1996,A Very Brady Sequel,"$21,443,204","$21,443,204",$0
12,"4,632",1990,Quigley Down Under,"$21,413,105","$21,413,105",$0
13,"4,633",2010,Our Family Wedding,"$21,410,546","$20,255,281","$1,155,265"
14,"4,634",2007,Arn - Tempelriddaren,"$21,404,122",$0,"$21,404,122"
15,"4,635",1984,Rhinestone,"$21,400,000","$21,400,000",$0
16,"4,636",1984,Die Unendliche Geschichte,"$21,392,049","$21,300,000","$92,049"
17,"4,637",2012,Daensing Kwin,"$21,387,594",$0,"$21,387,594"
18,"4,638",2003,Cold Creek Manor,"$21,384,035","$21,384,035",$0
19,"4,639",2008,Penelope,"$21,375,166","$10,011,996","$11,363,170"
20,"4,640",1990,The First Power,"$21,365,321","$21,365,321",$0
21,"4,641",2000,Center Stage,"$21,361,109","$17,200,925","$4,160,184"
22,"4,642",2006,Waist Deep,"$21,344,312","$21,344,312",$0
23,"4,643",1994,8 Seconds,"$21,342,390","$19,582,455","$1,759,935"
24,"4,644",2016,Captain Fantastic,"$21,340,234","$5,879,835","$15,460,399"
25,"4,645",1956,The King and I,"$21,300,000","$21,300,000",$0
26,"4,646",1945,The Bells of St. Mary's,"$21,300,000","$21,300,000",$0
27,"4,647",1990,The Freshman,"$21,289,527","$21,289,527",$0
28,"4,648",1985,The Black Cauldron,"$21,288,692","$21,288,692",$0
29,"4,649",1997,The Apostle,"$21,277,770","$20,733,485","$544,285"
30,"4,650",2010,Buried,"$21,270,290","$1,044,143","$20,226,147"
31,"4,651",2008,Happy-Go-Lucky,"$21,234,179","$3,512,016","$17,722,163"
32,"4,652",2013,Nazotoki Wa Dinner No Ato De,"$21,216,502",$0,"$21,216,502"
33,"4,653",2004,New York Minute,"$21,215,882","$14,018,364","$7,197,518"
34,"4,654",2014,A Haunted House 2,"$21,206,861","$17,329,487","$3,877,374"
35,"4,655",1983,Christine,"$21,203,795","$21,200,000","$3,795"
36,"4,656",1980,Fame,"$21,202,829","$21,202,829",$0
37,"4,657",1992,Straight Talk,"$21,202,099","$21,202,099",$0
38,"4,658",1955,Mister Roberts,"$21,200,000","$21,200,000",$0
39,"4,659",2011,The Guard,"$21,197,454","$5,359,774","$15,837,680"
40,"4,660",1992,Raising Cain,"$21,171,695","$21,171,695",$0
41,"4,661",2006,ATL,"$21,170,563","$21,170,563",$0
42,"4,662",1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,"$21,163,999","$21,163,999",$0
43,"4,663",1983,Cujo,"$21,156,152","$21,156,152",$0
44,"4,664",1993,Coneheads,"$21,153,686","$21,153,686",$0
45,"4,665",1982,Things Are Tough All Over,"$21,134,374","$21,134,374",$0
46,"4,666",1999,Stir of Echoes,"$21,133,087","$21,133,087",$0
47,"4,667",2015,Atrapa la bandera,"$21,131,406",$0,"$21,131,406"
48,"4,668",2008,The Divine Weapon,"$21,122,661",$0,"$21,122,661"
49,"4,669",1992,Ferngullyâ¦ The Last Rainforest,"$21,111,825","$21,111,825",$0
50,"4,670",2018,Minha Vida em Marte,"$21,105,636",$0,"$21,105,636"
51,"4,671",1984,Top Secret!,"$21,100,000","$21,100,000",$0
52,"4,672",2019,Malmoi,"$21,099,312",$0,"$21,099,312"
53,"4,673",1998,Very Bad Things,"$21,094,974","$9,949,470","$11,145,504"
54,"4,674",2007,The Banquet,"$21,094,782",$0,"$21,094,782"
55,"4,675",1995,Tales from the Crypt: Demon Knight,"$21,089,146","$21,089,146",$0
56,"4,676",1991,F/X2,"$21,075,831","$21,075,831",$0
57,"4,677",1984,Weekend Pass,"$21,058,033","$21,058,033",$0
58,"4,678",2017,Father Figures,"$21,038,441","$17,501,244","$3,537,197"
59,"4,679",1988,Punchline,"$21,032,000","$21,032,000",$0
60,"4,680",1982,Night Shift,"$21,017,056","$21,017,056",$0
61,"4,681",2017,22 nenme no Kokuhaku: Watashi ga Satsujinhan desu,"$21,001,632",$0,"$21,001,632"
62,"4,682",1979,Dracula,"$21,000,000","$21,000,000",$0
63,"4,683",1977,The World's Greatest Lover,"$21,000,000","$21,000,000",$0
64,"4,684",1982,Cat People,"$21,000,000","$7,000,000","$14,000,000"
65,"4,685",1996,High School High,"$20,995,023","$20,995,023",$0
66,"4,686",1986,A Room with a View,"$20,966,644","$20,966,644",$0
67,"4,687",1982,La Guerre du feu,"$20,959,585","$20,959,585",$0
68,"4,688",2005,The Devil's Rejects,"$20,940,428","$17,044,981","$3,895,447"
69,"4,689",2010,Nosso Lar,"$20,932,364",$0,"$20,932,364"
70,"4,690",2015,Der 7bte Zwerg,"$20,930,000",$0,"$20,930,000"
71,"4,691",2011,Red Dog,"$20,927,794",$0,"$20,927,794"
72,"4,692",2014,El Nino,"$20,917,985",$245,"$20,917,740"
73,"4,693",2018,Aladâ2,"$20,917,377",$0,"$20,917,377"
74,"4,694",2018,Neoeui kyeol hoonsik,"$20,901,029",$0,"$20,901,029"
75,"4,695",2013,Khumba,"$20,898,221",$0,"$20,898,221"
76,"4,696",2016,Love & Friendship,"$20,896,937","$14,016,568","$6,880,369"
77,"4,697",2001,Amores Perros,"$20,883,834","$5,383,834","$15,500,000"
78,"4,698",1992,Mr. Baseball,"$20,883,046","$20,883,046",$0
79,"4,699",1988,Short Circuit 2,"$20,882,000","$20,882,000",$0
80,"4,700",2007,The Hitcher,"$20,855,646","$16,379,582","$4,476,064"
1,"4,701",1966,Grand Prix,"$20,845,016","$20,845,016",$0
2,"4,702",1993,Super Mario Bros.,"$20,844,907","$20,844,907",$0
3,"4,703",1997,The Postman,"$20,841,123","$17,650,704","$3,190,419"
4,"4,704",2007,Georgia Rule,"$20,819,601","$18,882,880","$1,936,721"
5,"4,705",2007,Le Grand Chef,"$20,794,760",$0,"$20,794,760"
6,"4,706",2012,A Thousand Words,"$20,790,486","$18,450,127","$2,340,359"
7,"4,707",1994,Jason's Lyric,"$20,788,730","$20,788,730",$0
8,"4,708",2001,Mulholland Drive,"$20,785,973","$7,219,578","$13,566,395"
9,"4,709",1994,The Air Up There,"$20,782,439","$20,782,439",$0
10,"4,710",2014,Left Behind,"$20,769,209","$14,019,924","$6,749,285"
11,"4,711",2006,Hanbando,"$20,766,123",$0,"$20,766,123"
12,"4,712",1983,The Dead Zone,"$20,766,000","$20,766,000",$0
13,"4,713",2012,Hotaru no Hikari,"$20,753,277",$0,"$20,753,277"
14,"4,714",2012,Les Lyonnais,"$20,747,278",$0,"$20,747,278"
15,"4,715",1999,Boys Don't Cry,"$20,741,000","$11,540,607","$9,200,393"
16,"4,716",2018,Superfly,"$20,723,581","$20,537,137","$186,444"
17,"4,717",2006,Alex Rider: Operation Stormbreaker,"$20,722,450","$659,210","$20,063,240"
18,"4,718",2004,Eurotrip,"$20,718,223","$17,718,223","$3,000,000"
19,"4,719",2016,The Infiltrator,"$20,718,104","$15,436,808","$5,281,296"
20,"4,720",2011,Friends Mononoke-jima no Naki,"$20,715,574",$0,"$20,715,574"
1,"4,721",2000,Best in Show,"$20,695,413","$18,621,249","$2,074,164"
2,"4,722",1996,Fear,"$20,694,623","$20,694,623",$0
3,"4,723",2016,Keanu,"$20,688,141","$20,591,853","$96,288"
4,"4,724",2018,Sonu Ke Titu Ki Sweety,"$20,686,846",$0,"$20,686,846"
5,"4,725",1965,Cat Ballou,"$20,666,667","$20,666,667",$0
6,"4,726",2015,El Clan,"$20,659,554","$201,227","$20,458,327"
7,"4,727",1982,The Man From Snowy River,"$20,659,423","$20,659,423",$0
8,"4,728",1994,Intersection,"$20,643,034","$20,643,034",$0
9,"4,729",1994,Iron Will,"$20,623,071","$20,623,071",$0
10,"4,730",2007,Dead Silence,"$20,614,661","$16,574,590","$4,040,071"
11,"4,731",2007,Walk Hard: The Dewey Cox Story,"$20,606,053","$18,317,151","$2,288,902"
12,"4,732",1983,A Christmas Story,"$20,605,209","$20,605,209",$0
13,"4,733",1986,F/X,"$20,603,715","$20,603,715",$0
14,"4,734",2010,Country Strong,"$20,601,987","$20,218,921","$383,066"
15,"4,735",2006,Bobby,"$20,597,806","$11,242,801","$9,355,005"
16,"4,736",2012,Cocktail,"$20,596,759","$1,027,121","$19,569,638"
17,"4,737",2018,Raid,"$20,588,391","$1,010,385","$19,578,006"
18,"4,738",1994,Speechless,"$20,564,705","$20,564,705",$0
19,"4,739",2017,Tubelight,"$20,560,924","$930,058","$19,630,866"
20,"4,740",2001,The Last Castle,"$20,541,668","$18,208,078","$2,333,590"
21,"4,741",2009,Easy Virtue,"$20,537,741","$2,656,784","$17,880,957"
22,"4,742",1985,Porky's Revenge,"$20,518,000","$20,518,000",$0
23,"4,743",2016,Cock and Bull,"$20,517,476","$82,778","$20,434,698"
24,"4,744",1971,The Last Picture Show,"$20,505,085","$20,505,085",$0
25,"4,745",2009,My Life in Ruins,"$20,477,425","$8,677,425","$11,800,000"
26,"4,746",1981,The Final Conflict,"$20,471,000","$20,471,000",$0
27,"4,747",2009,Chilgeup gongmuwon,"$20,468,524",$0,"$20,468,524"
28,"4,748",2010,The Nutcracker in 3D,"$20,466,016","$195,459","$20,270,557"
29,"4,749",1979,Life of Brian,"$20,464,845","$20,182,359","$282,486"
30,"4,750",2017,Shiwan Ge Lengxiaohua 2,"$20,460,352",$0,"$20,460,352"
31,"4,751",1974,The Groove Tube,"$20,447,000","$20,447,000",$0
32,"4,752",1990,Madhouse,"$20,438,179","$20,438,179",$0
33,"4,753",2011,Margin Call,"$20,433,227","$5,353,586","$15,079,641"
34,"4,754",2017,The Death of Stalin,"$20,429,428","$8,047,856","$12,381,572"
35,"4,755",2000,Alien Adventure,"$20,427,678","$5,017,383","$15,410,295"
36,"4,756",1990,The Adventures of Ford Fairlane,"$20,423,389","$20,423,389",$0
37,"4,757",1987,Hello Again,"$20,419,446","$20,419,446",$0
38,"4,758",1982,The Beach Girls,"$20,418,789","$20,418,789",$0
39,"4,759",2011,Shame,"$20,412,841","$4,002,293","$16,410,548"
40,"4,760",1995,Kids,"$20,412,216","$7,412,216","$13,000,000"
41,"4,761",1982,Some Kind of Hero,"$20,400,486","$20,400,486",$0
42,"4,762",1946,Duel in the Sun,"$20,400,000","$20,400,000",$0
43,"4,763",2012,The Sapphires,"$20,395,040","$2,450,867","$17,944,173"
44,"4,764",2016,Hyeong,"$20,392,339","$51,772","$20,340,567"
45,"4,765",1978,F.I.S.T,"$20,388,920","$20,388,920",$0
46,"4,766",2001,Valentine,"$20,384,136","$20,384,136",$0
47,"4,767",2018,Gonjiam: Haunted Asylum,"$20,345,580","$115,252","$20,230,328"
48,"4,768",1985,Code of Silence,"$20,345,361","$20,345,361",$0
49,"4,769",2011,Delhi Belly,"$20,289,666","$1,532,594","$18,757,072"
50,"4,770",2007,The Namesake,"$20,288,774","$13,610,521","$6,678,253"
51,"4,771",1996,City Hall,"$20,278,055","$20,278,055",$0
52,"4,772",1998,Vampires,"$20,268,825","$20,268,825",$0
53,"4,773",1981,The Incredible Shrinking Woman,"$20,259,000","$20,259,000",$0
54,"4,774",1988,Action Jackson,"$20,257,000","$20,257,000",$0
55,"4,775",1991,Mobsters,"$20,246,790","$20,246,790",$0
56,"4,776",1987,Critical Condition,"$20,240,502","$20,240,502",$0
57,"4,777",1982,Six Pack,"$20,225,989","$20,225,989",$0
58,"4,778",1996,The People vs. Larry Flynt,"$20,224,840","$20,224,840",$0
59,"4,779",1991,An American Tail: Fievel Goes West,"$20,218,664","$20,218,664",$0
60,"4,780",1995,Sudden Death,"$20,214,270","$20,214,270",$0
61,"4,781",1969,Jag ar Nyfiken - en film i gult,"$20,200,000","$20,200,000",$0
62,"4,782",1979,A Force of One,"$20,200,000","$20,200,000",$0
63,"4,783",2014,Tarzan,"$20,200,000",$0,"$20,200,000"
64,"4,784",2008,Die FÃ¤lscher,"$20,199,663","$5,488,570","$14,711,093"
65,"4,785",2012,Hodejegerne,"$20,188,740","$1,200,010","$18,988,730"
66,"4,786",1975,Barry Lyndon,"$20,169,934","$20,000,000","$169,934"
67,"4,787",2006,Beerfest,"$20,159,316","$19,185,184","$974,132"
68,"4,788",1992,Juice,"$20,146,800","$20,146,800",$0
69,"4,789",1994,"Corrina, Corrina","$20,146,496","$20,146,496",$0
70,"4,790",2002,Serving Sara,"$20,146,150","$16,930,185","$3,215,965"
71,"4,791",2011,Gekijoban Kamen Raida Ozu Wandafuru: Shogun to …,"$20,145,961",$0,"$20,145,961"
72,"4,792",1996,Multiplicity,"$20,133,326","$20,133,326",$0
73,"4,793",1975,Love and Death,"$20,123,742","$20,123,742",$0
74,"4,794",2009,Nanjing! Nanjing!,"$20,122,558","$122,558","$20,000,000"
75,"4,795",2017,Hirugao,"$20,122,010",$0,"$20,122,010"
76,"4,796",2014,Legends of Oz: Dorothyâs Return,"$20,107,933","$8,462,347","$11,645,586"
77,"4,797",1993,Another Stakeout,"$20,107,504","$20,107,504",$0
78,"4,798",1980,Tess,"$20,093,330","$20,093,330",$0
79,"4,799",2017,Dieses bescheuerte Herz,"$20,088,354",$0,"$20,088,354"
80,"4,800",2016,"Shokubutsu zukan: Unmei no koi, hiroimashita","$20,084,529",$0,"$20,084,529"
1,"4,801",2007,Reign Over Me,"$20,081,987","$19,661,987","$420,000"
2,"4,802",1994,Reality Bites,"$20,079,850","$20,079,850",$0
3,"4,803",2018,Gu Jian Qi Tan Zhi Liu Yue Zhao Ming,"$20,079,528",$0,"$20,079,528"
4,"4,804",2018,Bharat Ane Nenu,"$20,069,778","$2,663,090","$17,406,688"
5,"4,805",2016,Who Sleeps My Bro,"$20,069,212",$0,"$20,069,212"
6,"4,806",1997,Booty Call,"$20,066,917","$20,066,917",$0
7,"4,807",1990,Stella,"$20,062,347","$20,062,347",$0
8,"4,808",2008,Blindness,"$20,052,958","$3,073,392","$16,979,566"
9,"4,809",2007,Saawariya,"$20,052,456","$885,574","$19,166,882"
10,"4,810",1994,With Honors,"$20,043,254","$20,043,254",$0
11,"4,811",1994,Only You,"$20,042,048","$20,042,048",$0
12,"4,812",1989,Say Anythingâ¦,"$20,036,737","$20,036,737",$0
13,"4,813",1982,Creepshow,"$20,036,244","$20,036,244",$0
14,"4,814",1988,The Presidio,"$20,036,000","$20,036,000",$0
15,"4,815",2000,Down to You,"$20,035,310","$20,035,310",$0
16,"4,816",2004,I Heart Huckabees,"$20,034,713","$12,784,713","$7,250,000"
17,"4,817",2013,Tai Chi Hero,"$20,016,042","$30,830","$19,985,212"
18,"4,818",2010,Another Year,"$20,005,613","$3,205,706","$16,799,907"
19,"4,819",1990,Taking Care of Business,"$20,005,435","$20,005,435",$0
20,"4,820",2016,Gao Gen Xie Xian Sheng,"$20,003,920",$0,"$20,003,920"
1,"4,821",1979,Breaking Away,"$20,000,000","$20,000,000",$0
2,"4,822",1975,The Great Waldo Pepper,"$20,000,000","$20,000,000",$0
3,"4,823",1953,Shane,"$20,000,000","$20,000,000",$0
4,"4,824",1981,Outland,"$20,000,000","$20,000,000",$0
5,"4,825",1977,The Kentucky Fried Movie,"$20,000,000","$15,000,000","$5,000,000"
6,"4,826",2007,Ho Voglia Di Te,"$20,000,000",$0,"$20,000,000"
7,"4,827",1975,The Adventure of Sherlock Holmes' Smarter Brother,"$20,000,000","$20,000,000",$0
8,"4,828",1967,Barefoot in the Park,"$19,994,515","$19,994,515",$0
9,"4,829",2011,Rubbeldiekatz,"$19,954,186",$0,"$19,954,186"
10,"4,830",2012,Sadako 3D,"$19,949,419",$0,"$19,949,419"
11,"4,831",2002,Frailty,"$19,947,280","$13,110,448","$6,836,832"
12,"4,832",2001,crazy/beautiful,"$19,929,123","$16,929,123","$3,000,000"
13,"4,833",1984,Unfaithfully Yours,"$19,928,200","$19,928,200",$0
14,"4,834",2010,Un ProphÃ¨te,"$19,910,624","$2,087,720","$17,822,904"
15,"4,835",1983,Breathless,"$19,910,002","$19,910,002",$0
16,"4,836",2013,Soshite chichi ni naru,"$19,896,734","$333,678","$19,563,056"
17,"4,837",1996,Fled,"$19,892,205","$17,192,205","$2,700,000"
18,"4,838",2005,CachÃ©,"$19,891,331","$3,647,381","$16,243,950"
19,"4,839",1985,Volunteers,"$19,875,740","$19,875,740",$0
20,"4,840",1998,Hard Rain,"$19,870,567","$19,870,567",$0
